[11:11:12 AM] --- Connect button clicked ---
[11:11:12 AM] Requesting Bluetooth device (acceptAllDevices: true)...
[11:11:15 AM] Device selected: name=M5BestTeam, id=sLKya1ZjOnqf7/PFY1AAAg==
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A741"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A769"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:18 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A766"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A749"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A775"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B167"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A757"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A772"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B177"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A784"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A754"
[11:11:19 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B177"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A789"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A706"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B168"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A777"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A748"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A726"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B164"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A762"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A758"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B171"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:20 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A753"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A686"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A761"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B172"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A759"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B173"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A742"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A798"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A765"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B168"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:21 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A760"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B177"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A750"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B167"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A779"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B178"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A745"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B167"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A757"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B166"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A758"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B173"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A681"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:22 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A758"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A760"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A765"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B166"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A748"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A761"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A788"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B168"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A741"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B167"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:23 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A738"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A776"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B166"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A748"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A747"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B167"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A743"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B173"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A689"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A757"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B175"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:24 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A749"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B164"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A760"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B166"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A730"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B177"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A740"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B171"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A766"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B177"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A774"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B170"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A742"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B176"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:25 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A747"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B174"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A783"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B173"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A748"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "B177"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "Unknown"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "R:71 G:90 B:87"
[11:11:26 AM] From sLKya1ZjOnqf7/PFY1AAAg== (M5BestTeam): "A776"
